PROGRESS,CTIME,ID,HASH,COLOR,MODE,FONTSIZE,TEXT
768.433,2023-08-18 05:28:26,1385936507839187968,e6462add,#FFFFFF,1,25,死亡之歌
768.442,2023-08-11 22:43:45,1381384171490235904,76e5992c,#FFFFFF,1,25,睦偶专属bgm  空灵中又有一丝恐怖
768.652,2023-09-22 23:35:48,1411850950460815872,74c2dd57,#FFFFFF,1,25,谢谢你，山中！
768.668,2023-09-29 20:57:34,1416844733531265280,b4c8e707,#39C5BB,1,25,可怜的睦头人
769.186,2023-09-27 03:08:14,1414856970313381376,bfb92124,#FFFFFF,1,25,长期素食引起维生素d不足导致的视力下降
769.479,2023-10-01 18:01:12,1418205520510297344,b5ac042a,#FFFF00,1,25,开夹
769.484,2023-09-22 22:09:08,1411807324707888640,61d7fe50,#FFFFFF,1,25,感觉像个路人一直跟在，你的左右
769.662,2023-09-26 00:15:49,1414045415548265472,d98049d7,#FFFFFF,1,25,视 力 减 退
769.747,2023-09-24 03:39:17,1412698273294223616,23a0bfd3,#FFFFFF,1,25,长期素食导致的
770.017,2023-08-16 17:31:10,1384850718229432832,11ab2411,#FFFFFF,1,25,睦头人，你已经没用啦！
770.496,2023-10-01 14:01:51,1418085051215716096,2a863365,#FFFFFF,1,25,什么天之弱
770.651,2023-08-12 15:05:13,1381878155182349056,7a030a64,#FFFFFF,1,25,睦头人铁暗恋
770.788,2023-08-14 21:49:45,1383531317177814528,4a810e66,#FEF102,5,25,魔女化的小曲
771.332,2023-08-11 23:41:29,1381413230609758720,23375bf2,#FFFFFF,1,25,可惜soyo只把睦睦当工具人用
771.347,2023-09-23 22:08:58,1412532023322511104,173c76d3,#FFFFFF,1,25,木头人白得像魂魄
771.476,2023-08-12 09:52:46,1381720894795570688,3b142e58,#FFFFFF,1,25,心疼睦宝
771.581,2023-09-23 20:17:09,1412475742666807040,2bfcbd4f,#FFFFFF,1,25,soyo这里在夹
771.63,2023-09-24 00:52:29,1412614324190647808,24e03003,#FFFFFF,5,25,心疼睦头人
772.434,2023-08-11 20:50:11,1381327009308956160,9a67905a,#FFFFFF,1,25,铁暗恋
773.23,2023-10-01 15:21:25,1418125098698750208,5af0ad96,#FFFFFF,1,25,睦睦可爱捏
773.422,2023-09-23 01:11:37,1411899170570168832,a6e7b163,#FFFFFF,1,25,可怜的木头人
773.63,2023-08-12 16:03:01,1381907247504214272,5a5edd35,#E70012,1,25,无视，PUA是吧
773.735,2023-08-16 00:39:22,1384341465291109120,0b8aa7d9,#FFFFFF,1,25,把别人当工具对待的人，也只配被当作工具对待
774.353,2023-08-11 21:57:04,1381360670175494400,4856d9ba,#FFFFFF,1,25,soyo这里有个看向睦头人的眼神，她故意无视了睦
774.401,2023-08-14 16:16:21,1383363510649621760,57d02e9e,#FFFFFF,1,25,睦睦好惨，现在想说什么也说不出来了
774.539,2023-08-12 21:09:19,1382061414256456192,004457c5,#FFFFFF,1,25,拒绝冷暴力！
774.567,2023-08-17 23:23:38,1385752894824937216,9d1225a5,#84C0CB,1,25,睦头人：不理我（委屈）
774.882,2023-08-17 20:36:38,1385668845108496640,875e9eec,#FFFFFF,1,25,老东西，你已经没用啦
775.063,2023-08-12 22:03:03,1382088464396215552,46b429cf,#FFFFFF,1,25,可憐
775.303,2023-08-12 01:16:14,1381460919795774464,adec6532,#FFFFFF,1,25,可怜的睦
775.475,2023-08-14 20:36:32,1383494466895468032,5a97943d,#FFFFFF,1,25,默默跟上
776.028,2023-09-28 22:25:03,1416163991583370752,82a5db7c,#FFFFFF,1,25,说好的邀请我呢
776.139,2023-09-29 12:18:44,1416583602841558016,1b9000c9,#FFFFFF,1,25,123睦头人，再不行动就要扣分…
776.183,2023-08-14 20:58:14,1383505385507482880,21815337,#FFFFFF,1,25,不准欺负睦宝！
776.283,2023-08-15 14:50:28,1384045061821836544,e743851f,#FFFF00,1,25,跟上去了。
776.75,2023-08-14 20:07:40,1383479935032795648,827dd76d,#FFFFFF,1,25,铁暗恋
777.068,2023-08-13 13:31:50,1382555935758724096,af3099bd,#FFFFFF,1,25,救命，她好可爱好可怜
777.529,2023-08-19 14:10:23,1386923987241589504,fa6ed414,#FFFFFF,1,25,原来PUA一来就开始了
777.784,2023-08-12 14:26:19,1381858580549893120,546f43d2,#FFFFFF,1,25,睦睦可爱捏
777.958,2023-09-30 12:03:28,1417300690379768576,6d972bb8,#FFFFFF,1,25,美人，却爱得如此卑微
777.959,2023-08-11 21:55:01,1381359639307752448,13054130,#FFFFFF,1,25,好乖，睦头人，
778.154,2023-08-19 08:34:46,1386755070615784192,61295294,#FFFFFF,1,25,啧啧啧坏女人不演了
778.238,2023-09-30 01:02:58,1416968252386872320,11115ddb,#FFFFFF,1,25,魔女化了
778.348,2023-08-13 01:45:57,1382200647121780992,c4241a9b,#E70012,5,25,没什么用↑
778.409,2023-09-23 11:44:41,1412217809471046144,841612ca,#FFFFFF,1,25,睦头人两边都理解，但就不知道怎么说
778.515,2023-09-25 19:31:42,1413902414385493504,293328fa,#FFFFFF,1,25,又不理人了
779.248,2023-08-19 22:54:43,1411716564633744641,7825aa8d,#FFFFFF,1,25,素世：没用的东西
779.637,2023-09-30 22:37:41,1417619903061502976,f0efaaa4,#FFFFFF,1,25,长期素食导致的
779.643,2023-08-14 22:41:45,1383557489844627712,facbb54c,#FEF102,5,25,睦睦好可爱！
780.813,2023-09-30 21:38:19,1417590018914241536,c41b25a9,#FFFFFF,1,25,PUA
780.985,2023-08-12 00:32:58,1381439141879032576,6c88fc23,#FFFFFF,1,25,睦头人真可爱
781.458,2023-09-23 16:00:42,1412346665159212032,d4d31045,#FFFFFF,1,25,乖巧可怜
782.015,2023-08-16 23:33:23,1385033031781204224,3a84d965,#FFFFFF,1,25,真的是pua了
782.027,2023-08-12 13:57:25,1381844032505844224,c05ece0e,#FFFFFF,1,25,睦是Ave Mujica的，，，
782.163,2023-08-13 11:44:09,1382501737449305600,bc4a42d9,#FFFFFF,1,25,可爱就完事了
782.43,2023-09-28 18:58:10,1416059862768460544,39fe039d,#FFFFFF,1,25,soyo一直没有给睦睦让个位置呢，都是soyo坐着睦头人站着
782.519,2023-08-12 13:34:03,1381832269823568896,cb45cac3,#FFFFFF,1,25,小睦，你倒是坐啊
782.857,2023-09-30 00:11:48,1416942497288197888,cc1df161,#009843,5,25,睦睦：不敢坐
782.883,2023-09-25 12:14:15,1413682243414917376,f8760938,#FFFFFF,1,25,太可爱了睦
782.995,2023-10-01 20:58:26,1418294722426033152,08737d96,#FFFFFF,1,25,初华和睦睦好可怜啊
783.411,2023-09-29 13:03:06,1416605927360134656,beadfb75,#FFFFFF,1,25,删我好友，虐你闺蜜
784.745,2023-08-12 20:16:27,1382034811363194624,54f65222,#FFFFFF,1,25,睦明显是重要角色，但是这季可能不会讲她，讲ave的时候应该是核心人物
784.799,2023-08-11 22:57:33,1381391114086664192,1dd9f78d,#FFFFFF,5,25,《 P U A 》
784.938,2023-08-14 16:29:30,1383370127466235904,230bb034,#FFFFFF,1,25,ave和MYGO是5-5相对的
785.006,2023-08-11 19:58:22,1381300927188809728,cbad8ed3,#FFFFFF,1,25,最喜欢这一段
785.072,2023-08-18 05:28:48,1385936690434118912,e6462add,#FFFFFF,1,25,和 睦 相 处
785.2,2023-09-24 12:08:37,1412954629095840512,5d6f5256,#FFFFFF,1,25,木头
785.707,2023-08-13 21:06:18,1382784673109235968,2a682db2,#FFFFFF,1,25,因为睦头人后面是主角团的
785.849,2023-09-26 11:02:42,1414370999754998272,ad2db72f,#FFFFFF,5,25,最压力的一段
786.071,2023-09-25 22:01:37,1413977871147652608,62c930e2,#FFFFFF,1,25,睦头人，你坐啊
786.57,2023-09-26 14:18:53,1414469745985750016,5ce9ea3e,#FEF102,1,25,害怕
786.898,2023-08-17 23:25:32,1385753853366184960,9d1225a5,#84C0CB,1,25,睦睦你为什么不坐！看着更可怜了怎么办（她好可爱要把持不住了）
787.454,2023-08-15 18:39:30,1384160341897784064,b97991cb,#FFFFFF,1,25,Mujica大好
788.557,2023-09-26 13:29:16,1414444774777268992,463d3756,#FFFFFF,1,25,木木可怜
788.706,2023-08-12 10:09:01,1381729075307186176,76e5992c,#FFFFFF,1,25,吓 了 一 跳
789.285,2023-08-13 17:49:17,1382685507548576256,c053a68c,#FFFFFF,1,25,一个站一个坐 显示地位
789.517,2023-10-01 01:15:36,1417699388662454016,91144dd2,#FFFFFF,1,25,子敬~
790.439,2023-08-11 22:10:19,1381367340536519168,8cfaa1c9,#FFFFFF,1,25,睦，你怎么不坐啊
790.461,2023-08-19 06:26:14,1386690373023425024,22128334,#E70012,5,25,《都怪你》
790.722,2023-09-29 02:29:50,1416287193785515520,3cf17a3d,#FFFFFF,5,25,睦甚至都不能坐着 暗示二人关系其实是不对等的
791.793,2023-09-24 00:52:50,1412614494034819584,24e03003,#FFFFFF,5,25,都是小睦的错
792.285,2023-08-12 13:41:27,1381835993283795712,112ab8c4,#FFFFFF,1,25,PUA开始
793.241,2023-08-12 21:52:52,1382083335995909888,15fb79ee,#FFFFFF,1,25,开始恐吓
793.566,2023-08-14 05:01:23,1383023788291079424,b0aebcad,#FFFFFF,1,25,这女人太可怕了
793.598,2023-09-27 12:32:18,1415140880662222848,a6fa8429,#FFFFFF,1,25,罚站呢
793.623,2023-09-28 22:55:14,1416179180978238976,fe65db8a,#FFFFFF,1,25,SOYO在生气睦把祥子带来看演唱会
793.766,2023-09-23 02:04:14,1411925657423751424,61abafc0,#FFFFFF,1,25,睦发现不对了
793.972,2023-10-01 00:13:06,1417667929855926784,0aec4145,#FFFFFF,5,25,但素睦关系里真正占据主动真正高高在上的其实一直是睦头
793.982,2023-08-14 16:56:13,1383383575411379456,b18328ce,#FFFFFF,1,25,坏了，我也开始害怕了
794.116,2023-09-24 13:48:21,1413004825570195456,c228b5e4,#FFFFFF,5,25,注意，后面素世声线变了，说明彻底不装了，不是pua睦，而是摊牌，让睦在祥子和她二选一
794.116,2023-09-24 13:50:09,1413005728914186240,c228b5e4,#FFFFFF,5,25,选祥子就不作传声筒，选素世就带她去开祥子盒
794.116,2023-09-24 13:51:58,1413006645998426624,c228b5e4,#FFFFFF,5,25,睦在祥子已经生气并警告过的情况下，依旧带素世去，谁更重要不言而喻
794.15,2023-08-14 22:42:08,1383557680341393664,facbb54c,#FEF102,5,25,睦头，你坐啊
794.21,2023-08-12 00:39:08,1381442242082169344,1d370cfa,#FFFFFF,1,25,搓手指了又开始内心的小九九了
794.352,2023-08-11 20:34:32,1381319131197966592,20f71b67,#FFFFFF,1,25,睦头待你如初恋，你跟睦头玩心机
794.487,2023-08-14 10:43:24,1383195931327096832,d3a3201a,#FFFFFF,1,25,送命题
794.521,2023-08-14 16:17:07,1383363895753961472,57d02e9e,#FFFFFF,1,25,睦睦感觉自己做错事情了，其实睦睦真的很关心soyo
795.378,2023-08-12 22:03:42,1382088790897934848,46b429cf,#FFFFFF,1,25,特有的玩心機小動作
795.393,2023-08-15 15:07:33,1384053660547309824,1883f4e7,#FFFFFF,1,25,害怕
795.924,2023-08-14 02:23:36,1382944373464924928,d4e33752,#FFFFFF,1,25,睦的视角是最接近暴露模式的
796.151,2023-09-30 19:24:44,1417522787912076800,d8adbbe9,#FFFFFF,1,25,被cpu了
796.333,2023-09-25 14:43:50,1413757527698742016,c1f8b972,#FFFFFF,1,25,只有睦头人受伤的世界？
796.381,2023-08-14 11:53:56,1383231434054993664,f7697442,#E70012,1,25,女人，你已经被我看穿了
796.457,2023-08-13 23:51:09,1382867642901324544,c5f8307f,#FFFFFF,1,25,cpu大师
796.573,2023-08-13 22:31:14,1382827422419801344,cdd5ce15,#FFFFFF,5,25,用微笑掩饰恐惧
796.667,2023-10-01 00:13:50,1417668294718056192,0aec4145,#FFFFFF,5,25,祥睦关系也是 祥子在13集对睦的论断完全没错
796.902,2023-08-14 01:27:03,1382915909483643648,e2419d74,#E70012,1,25,这里玩指甲可以看出soyo内心不稳定
796.957,2023-09-28 21:28:32,1416135546794672896,616fa478,#FFFFFF,1,25,睦头:这个人也要坏掉了
797.081,2023-08-12 14:43:24,1381867176751021824,06846d73,#FFFFFF,1,25,军 火 展 示
797.182,2023-10-01 02:53:29,1417748648128755712,4c713f0f,#FFFFFF,1,25,好可怕啊这个女人
797.413,2023-08-17 09:45:01,1385340872899758336,83e37dae,#FFFFFF,1,25,有小动作被睦头人看到了
798.046,2023-08-17 02:31:03,1385122449032781312,e0f84b26,#89D5FF,1,25,姐你别这样，我害怕
798.163,2023-09-23 20:46:03,1412490282230213888,1ed53f72,#FFFFFF,1,25,整理军备
798.471,2023-10-01 02:11:33,1417727546694543872,21c92798,#FFFFFF,1,25,什么祥林嫂
798.569,2023-09-24 15:56:05,1413069117011054336,26a1d74b,#FFFFFF,1,25,小动作
798.586,2023-08-15 19:58:45,1384200223907219712,97a2b8cb,#FFFFFF,1,25,pua
799.339,2023-09-26 04:05:04,1414160801119672320,3cf17a3d,#FFFFFF,1,25,睦:我是真怕你接受不了
799.63,2023-09-29 18:14:01,1416762416506765312,37046aa3,#FFFFFF,1,25,她心里有我
800.064,2023-09-22 23:51:34,1411858886276695552,62c930e2,#FFFFFF,1,25,可怕
800.119,2023-08-13 14:29:00,1382584702032164864,7aecbc04,#FFFFFF,1,25,最害怕的一集
800.551,2023-08-13 04:00:18,1382268266935938304,f1ca595f,#FFFFFF,1,25,你一厢情愿啊
800.723,2023-09-24 22:02:21,1413253462032091136,3fd0b430,#FFFFFF,5,25,要PUA睦头人了
800.824,2023-08-19 22:54:17,1411716564524692736,5e1f4185,#FFFFFF,1,25,你坐啊
801.368,2023-09-24 16:48:03,1413095276541300736,221cfc7a,#FFFFFF,1,25,？
801.649,2023-08-16 00:31:16,1384337387647274752,8995ffa7,#FFFFFF,1,25,知道被拉黑依然说出这种话，彻底心死了是吧
801.657,2023-09-23 12:10:50,1412230965467578368,863dca45,#FFFFFF,1,25,真的害怕
802.302,2023-08-11 22:04:58,1381364647055124480,4300c369,#FFFFFF,5,25,soyo要绷不住了
802.475,2023-08-15 16:48:02,1384104238703220992,fae0cdec,#FFFFFF,1,25,這對我站了
802.551,2023-09-26 14:58:19,1414489596963729408,5a32e613,#FFFFFF,1,25,害怕
802.559,2023-08-15 13:25:18,1384002192109119232,4087021a,#FFFFFF,1,25,骗姐妹可以，别把自己给骗了就行
803.003,2023-09-23 08:01:51,1412105652582778880,2f9d6007,#FFFFFF,1,25,弹 丸 论 破
803.012,2023-09-23 00:59:44,1411893193099752960,d9cd801b,#FFFFFF,1,25,无情暴击
803.483,2023-09-23 03:56:44,1411982281434133248,2f75b4c3,#FFFFFF,1,25,开始笑了
803.832,2023-08-13 21:18:42,1382790913084102656,33b7adb2,#FFFFFF,1,25,兄弟们我开始害怕了
804.093,2023-08-12 14:47:30,1381869241925406464,e6f405f5,#FFFFFF,1,25,补刀
804.22,2023-08-15 15:14:05,1384056951809400320,70850264,#FFFFFF,1,25,睦好像也清楚soyo小动作的意思
804.51,2023-08-18 05:29:24,1385936996408615680,e6462add,#FFFFFF,1,25,长崎队员，你是否清醒
804.607,2023-09-23 19:39:20,1412456705836662016,7b2eb8f4,#FFFFFF,1,25,送命题
805.15,2023-09-24 23:20:23,1413292739399139840,c5f8307f,#FFFFFF,1,25,真实伤害是最真实的伤害
805.598,2023-09-24 08:56:20,1412857849582863104,fcf0813b,#FFFFFF,1,25,感觉soyo身上有种很微妙的压。。
805.742,2023-08-13 08:46:30,1382412318503080960,3ba7fac1,#84C0CB,5,25,这个镜头真的很佐伯沙弥香
805.886,2023-09-22 23:53:30,1411859855521720832,fcf06620,#FFFFFF,1,25,睦在顧慮兩邊，估計祥子出事時的確是睦傳的訊息
805.93,2023-08-12 19:15:14,1382003998177073408,3a5db6a8,#FFFFFF,1,25,来了来了pua
806.459,2023-09-23 21:11:34,1412503131891578880,dd3b3f85,#FFFFFF,1,25,soyo直接不夹了
807.195,2023-08-12 04:41:01,1381563990294940416,ded9252f,#FFFFFF,1,25,哇好翻译啊
807.474,2023-09-24 00:59:46,1412617986480586496,ef729aea,#FFFFFF,1,25,还真是
807.955,2023-08-11 19:02:49,1381272969510423808,98566753,#FFFFFF,1,25,可以，官中翻译的是对的
808.015,2023-08-12 20:33:10,1382043218895574528,027c520f,#FFFFFF,1,25,恐怖
808.038,2023-09-26 07:54:26,1414276242701761024,27648c53,#FFFFFF,1,25,睦；确实不是
808.147,2023-09-29 19:13:46,1416792493768339456,7e6b04b2,#FFFFFF,1,25,瞎说什么实话
808.307,2023-08-13 20:48:05,1382775508068267264,bfbf4ae5,#FFFFFF,1,25,玛德为什么我好想笑
808.518,2023-08-12 10:45:55,1381747651426612992,c6a77cd4,#FFFFFF,1,25,pua全开
808.701,2023-08-14 16:32:45,1383371769863531520,230bb034,#FFFFFF,1,25,开始CPU了
808.763,2023-09-27 00:27:22,1414776009198508800,12797b4b,#FFFFFF,1,25,soyo你这个眼神，我好害怕
808.942,2023-09-23 12:12:37,1412231865095456000,fe682e76,#FFFFFF,5,25,确实
808.959,2023-08-12 21:24:57,1382069286033598464,53e6e760,#FFFFFF,1,25,终于修正了
809.042,2023-08-13 03:37:59,1382257040738617600,cbe22262,#FFFFFF,1,25,这里翻译改了呀
809.129,2023-09-23 08:46:42,1412128229573018112,bf8b4b8a,#FFFFFF,1,25,soyo对睦头人的破防能力还是有清晰的认知的
809.205,2023-08-13 16:42:37,1382651960406448896,1e07f1f5,#FFFFFF,1,25,无润色直译：你真的是心里想什么就原模原样说出来呢
809.322,2023-09-23 16:01:14,1412346936035523584,d4d31045,#FFFFFF,1,25,不然呢？
809.884,2023-08-15 22:18:56,1384270778165758720,8dd5537f,#FFFFFF,1,25,爆
809.889,2023-08-17 22:04:06,1385712870066671872,1901d05b,#FFFFFF,1,25,总是跟我唱反调
810.394,2023-09-25 23:32:54,1414023817801932800,8b383e1a,#CC0273,5,25,pua全开
811.0,2023-08-16 21:58:00,1384985024910119680,fe682e76,#FFFFFF,1,25,我好怕啊诸位
811.145,2023-08-13 00:32:06,1382163476948280064,115653e6,#FFFFFF,1,25,木头人甚至不敢坐下
811.219,2023-09-23 08:22:31,1412116057342521856,487b75da,#FFFFFF,1,25,可怜的小睦头又在被kfc
811.244,2023-08-11 19:26:24,1381284838224766464,590cdbb4,#FFFFFF,1,25,我超
811.498,2023-08-13 19:10:38,1382726459080192256,13a6abed,#FFFFFF,1,25,这音乐，害怕
811.62,2023-10-01 00:14:50,1417668804342736896,0aec4145,#FFFFFF,5,25,Soyo第一次不夹了.jpg
812.524,2023-09-30 21:28:42,1417585186723382016,b3c6dff6,#FFFFFF,1,25,不演了
812.978,2023-08-12 23:34:44,1382134609969433344,425f7d48,#FFFFFF,1,25,kfc!
813.714,2023-10-01 18:00:53,1418205360002807552,2b86ba05,#FFFFFF,1,25,睦头可爱捏
813.9,2023-10-01 18:01:56,1418205892863753472,b5ac042a,#FFFF00,1,25,不夹了
813.972,2023-08-13 00:35:53,1382165383880243456,217b7595,#FFFFFF,1,25,soyo为啥连睦头人都无视，因为睦头带祥去看live啊？？？
814.248,2023-08-18 20:56:42,1386403716109998592,90936912,#FFFFFF,1,25,别欺负她啦……
814.522,2023-08-12 14:36:33,1381863732656908800,7f0be1b0,#FFFFFF,1,25,pua来咯
814.691,2023-08-12 08:42:50,1381685696464813568,2abf5018,#FFFFFF,1,25,狠狠PUA
814.857,2023-09-23 00:40:39,1411883587833266688,ac8c395c,#FFFFFF,1,25,急眼了，夹都不夹了
814.968,2023-09-23 19:47:15,1412460690761086464,a87b095c,#FFFFFF,1,25,不要骂小狗！！！
815.075,2023-08-13 07:30:35,1382374111397139968,84225ebd,#FFFFFF,1,25,pua开始
815.234,2023-09-23 14:10:13,1412291055205977600,3fd49865,#FFFFFF,1,25,soyo相信祥子有苦衷却不相信睦有苦衷
815.404,2023-09-27 12:31:21,1415140396455001600,8c268cc7,#FFFFFF,1,25,睦跟祥子更亲近啊，当然是听她的
815.409,2023-08-19 05:59:32,1386676933894429184,0c452098,#FE0302,5,25,我恨你像块睦头
815.699,2023-08-12 00:07:01,1381426082275747072,27e17742,#FFFFFF,1,25,睦头人在soyo说完这句话惊讶后还委屈了
815.725,2023-09-30 15:40:29,1417409921783284224,dbccf30c,#FFFFFF,1,25,？
816.334,2023-09-28 21:00:02,1416121201662967552,cac19514,#FFFFFF,1,25,soyo之前拜托睦带她去祥子家，睦没答应
816.402,2023-08-12 17:23:25,1381947714459553280,ccae4623,#FFFFFF,1,25,把人家当工具人使你还好意思说
816.912,2023-08-12 21:06:56,1382060218779052288,74c15952,#FFFFFF,1,25,开始CPU
817.15,2023-08-11 22:20:46,1381372606292271104,2ad30db2,#FFFFFF,1,25,pua大师soyo
817.206,2023-08-11 23:41:42,1381413337422006016,a9180e1d,#FFFFFF,1,25,不装了
817.424,2023-09-23 11:16:01,1412203379119215360,cc2043c5,#FFFFFF,1,25,我没这个打算
817.868,2023-08-12 20:33:19,1382043296271962112,027c520f,#FFFFFF,1,25,狠狠地pua
817.868,2023-08-16 00:42:18,1384342943221168128,6123fbc9,#FFFF00,1,25,这不就是PUA。。。好恶心
818.599,2023-08-12 15:39:21,1381895338943826688,0fa29a35,#FFFFFF,1,25,金典pua
818.612,2023-08-13 14:29:18,1382584857305382144,7aecbc04,#FFFFFF,1,25,开始cpu了
818.706,2023-09-28 02:26:49,1415560904657061888,3cf17a3d,#FFFFFF,1,25,saki的优先级在睦这里是高于soyo的
818.925,2023-09-24 04:10:57,1412714214577009920,06f4ee4f,#002E72,5,25,灵魂宝石要裂掉力
819.419,2023-09-26 04:06:00,1414161269136742656,3cf17a3d,#FFFFFF,1,25,祥子的分量显然更重
819.464,2023-08-12 00:18:04,1381431638344566784,31fa7b02,#FFFFFF,1,25,爆！
820.332,2023-09-23 08:57:18,1412133564216012288,79f7eb69,#FFFFFF,1,25,睦子明好可爱啊
820.537,2023-08-17 15:07:03,1385502962213722880,1254eb65,#FFFFFF,1,25,狠狠RPG
820.556,2023-09-24 13:54:13,1413007777101894400,c228b5e4,#FFFFFF,5,25,声音不夹了，说明不装了。直接上威胁
820.715,2023-08-11 21:33:45,1381348941223735552,a16090c1,#FFFFFF,5,25,CPU，启动
820.766,2023-08-14 14:36:04,1383313041378266368,e1ab2f47,#FFFFFF,1,25,狠狠kfc
820.895,2023-09-25 22:26:48,1413990544203768320,16e2764f,#FFFFFF,1,25,开始PUA了
821.203,2023-08-16 23:16:57,1385024756830847744,7164e216,#FFFFFF,1,25,夏亚，何时来的
821.376,2023-09-27 00:55:13,1414790022275805696,cc3fcf7b,#FFFFFF,1,25,帮助(x)背刺(√)
821.59,2023-08-12 01:21:57,1381463794764908288,09774d77,#FFFFFF,1,25,狠狠地cpu木头人
822.006,2023-08-19 13:08:48,1386892991805046016,934a2018,#FFFFFF,1,25,我得了只要看到“这都是托了XXX的福”和“请借力量给我”就会绷不住的病
822.1,2023-09-27 19:32:12,1415352222556176384,f25ff18e,#FFFFFF,1,25,nv
822.178,2023-08-16 13:41:36,1384735174289355776,ee1c748f,#FFFFFF,1,25,太乐了
822.377,2023-09-25 22:25:42,1413989989909298688,2a001430,#FFFFFF,1,25,哇她在CPU你啊
822.532,2023-08-11 21:27:41,1381345885597732096,24aceeb6,#FFFFFF,1,25,夏亚台词
822.631,2023-08-17 23:28:17,1385755234802130432,9d1225a5,#E70012,1,25,把力量借给我吧！因为我们是……奥特战士！
822.737,2023-09-28 04:39:48,1415627831085728768,91b60c51,#FFFFFF,1,25,不准欺负睦睦
822.809,2023-08-12 13:29:58,1381830221317321216,107e4c8c,#FFFFFF,1,25,PUA现场
822.837,2023-08-12 15:06:48,1381878956395166720,7a030a64,#FFFFFF,1,25,KFC，启动!
823.545,2023-08-16 04:46:11,1384465687682135808,2c6bc588,#E70012,1,25,请借我力量
823.635,2023-08-13 14:16:56,1382578628486959360,4a8bca33,#FFFFFF,1,25,开始pua了
823.775,2023-08-15 08:03:48,1383840382319840256,5e20eb5f,#FFFFFF,1,25,狠狠地CPU木头人
823.937,2023-08-12 06:45:27,1381626614525673984,8e5348be,#E70012,5,25,请大家把钱借给我.jpg
824.027,2023-08-14 21:50:58,1383531929772588288,4a810e66,#FEF102,5,25,狠狠的cpu
824.541,2023-08-14 02:58:53,1382962132492276992,c5ef3caa,#FFFFFF,1,25,bgm咚咚咚的压力好大
824.618,2023-08-11 22:49:20,1381386978016422656,76e5992c,#FFFFFF,1,25,bgm咚 咚 咚 咚压迫感十足
824.656,2023-09-27 16:30:21,1415260694118650624,9ce966f8,#E70012,5,25,罪行之pua睦头心肠恶毒
824.703,2023-08-11 20:20:49,1381312231014156288,83103e42,#FFFFFF,1,25,盒！
824.804,2023-08-12 21:53:24,1382083600514014720,15fb79ee,#FFFFFF,1,25,摊牌了
824.891,2023-08-14 22:43:11,1383558208630938624,facbb54c,#FEF102,5,25,KFC！
825.059,2023-09-28 13:53:42,1415906626380100608,d727dbf1,#FFFFFF,1,25,很快就到你家门口
825.212,2023-08-17 23:29:03,1385755622708125184,9d1225a5,#E70012,1,25,完了，要抄家了（）
825.215,2023-08-11 21:34:10,1381349143859324928,a16090c1,#FFFFFF,5,25,盒武器，发动！
825.66,2023-08-14 22:06:32,1383539764489431296,eadaadb4,#FFFFFF,1,25,卧槽盒
825.782,2023-09-26 22:28:18,1414716073432967424,9c147b86,#FFFFFF,1,25,开她盒
825.788,2023-08-16 02:28:27,1384396368957044224,1e99e472,#FFFFFF,1,25,我测，额数啊
826.217,2023-08-13 22:01:20,1382812371512487936,b6288544,#FFFFFF,1,25,我超，盒！
826.339,2023-09-22 21:05:30,1411775300584590848,1a1a1fd8,#FFFFFF,1,25,拒绝PUA
826.36,2023-08-13 18:08:31,1382695189050789888,7b1ba5b1,#FE0302,5,25,V吧 ，启动 ！
826.413,2023-08-14 16:00:33,1383355558174118400,354da291,#FFFFFF,1,25,被重力束缚的灵魂！！
826.451,2023-09-24 00:07:47,1412591824643865088,899c563f,#FFFFFF,1,25,执行盒打击
826.626,2023-08-11 23:03:15,1381393986463470336,182517dd,#FFFFFF,1,25,坏女人CPU睦头人
826.794,2023-08-15 15:57:15,1384078671996228608,5c2a9704,#FFFFFF,1,25,狠狠cpu
826.814,2023-08-11 22:21:05,1381372760735256064,2ad30db2,#FFFFFF,1,25,线下真实
827.03,2023-09-22 21:22:40,1411783943719567616,1e7e6c14,#FFFFFF,1,25,woc!盒武器!
827.043,2023-09-24 00:33:02,1412604530733975040,45e1f832,#FFFFFF,1,25,我超 别
827.151,2023-09-24 14:40:51,1413031246682010112,aa8b5ae3,#FFFFFF,5,25,盒
827.187,2023-09-24 00:37:00,1412606525998053376,741ee559,#FFFFFF,1,25,我超，盒！
827.199,2023-08-15 00:50:59,1383622536117454336,9678ae09,#FFFFFF,1,25,口瓜，是cpu呀
827.573,2023-08-13 21:12:16,1382787674250860032,7e3dfe5e,#FFFFFF,1,25,cpu
827.577,2023-08-13 23:51:46,1382867954823514368,c5f8307f,#FFFFFF,1,25,卧槽，盒
827.614,2023-09-23 23:49:58,1412582850569449472,eab35940,#FFFFFF,1,25,我超，盒！
827.721,2023-08-12 18:22:28,1381977438669805312,5a883aa8,#E70012,5,25,我超盒
827.773,2023-09-22 20:50:28,1411767731535381760,4fc17e36,#FFFFFF,1,25,其实这里睦没有把祥子真正的家告诉素世
827.84,2023-08-15 14:51:50,1384045746105586944,e743851f,#FFFF00,1,25,开盒
827.941,2023-08-12 20:33:33,1382043415558220800,027c520f,#FFFFFF,1,25,恐怖斯托卡
827.975,2023-08-15 14:51:28,1384045566237218560,fc81ab6c,#FFFFFF,1,25,盒！
828.092,2023-09-26 11:34:40,1414387092183795200,d83ced2a,#FFFFFF,1,25,我超，盒
